id,group,gate,source,source_line,source_text,requirement,classification,claim_label,gate_disposition,authority_homes,source_homes,test_homes,evidence_homes,acceptance_evidence,dependency,mapping_limit,plan_classification,closure_evidence,also_required_by
GC-NONGOAL-03,GC-NONGOAL,C,docs/LCA-GATE-C-SCENARIO.md,34,"- crypto, wallets, x402, external settlement, XP, quests, class trees, or v0.8 Phenomena;","crypto, wallets, x402, external settlement, XP, quests, class trees, or v0.8 Phenomena;",evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-NONGOAL-04,GC-NONGOAL,C,docs/LCA-GATE-C-SCENARIO.md,35,"- hosted STUDY claims, research scores as Player rewards, or private cognition claims;","hosted STUDY claims, research scores as Player rewards, or private cognition claims;",evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-NONGOAL-05,GC-NONGOAL,C,docs/LCA-GATE-C-SCENARIO.md,36,- a scalar reputation or trust score as world truth;,a scalar reputation or trust score as world truth;,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-NONGOAL-06,GC-NONGOAL,C,docs/LCA-GATE-C-SCENARIO.md,37,"- operator-authored strategy, outcome scripting, privileged resource grants, hidden topology disclosure, or target-specific WED pressure;","operator-authored strategy, outcome scripting, privileged resource grants, hidden topology disclosure, or target-specific WED pressure;",evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-NONGOAL-07,GC-NONGOAL,C,docs/LCA-GATE-C-SCENARIO.md,38,- a single golden script that all Controllers are instructed to follow.,a single golden script that all Controllers are instructed to follow.,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-DECLARE-01,GC-DECLARE,C,docs/LCA-GATE-C-SCENARIO.md,45,candidate_id,candidate_id,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-DECLARE-02,GC-DECLARE,C,docs/LCA-GATE-C-SCENARIO.md,46,world_id / genesis_id / seal constraints / room bound,world_id / genesis_id / seal constraints / room bound,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-DECLARE-03,GC-DECLARE,C,docs/LCA-GATE-C-SCENARIO.md,47,specs_git / worker_git / deployed_worker_version,specs_git / worker_git / deployed_worker_version,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-DECLARE-04,GC-DECLARE,C,docs/LCA-GATE-C-SCENARIO.md,48,canonical_start_head,canonical_start_head,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-DECLARE-05,GC-DECLARE,C,docs/LCA-GATE-C-SCENARIO.md,49,"Controller package, version, and configuration class for each Player","Controller package, version, and configuration class for each Player",evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-DECLARE-06,GC-DECLARE,C,docs/LCA-GATE-C-SCENARIO.md,50,credential and admission path (redacted),credential and admission path (redacted),evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-DECLARE-07,GC-DECLARE,C,docs/LCA-GATE-C-SCENARIO.md,51,enabled implemented systems,enabled implemented systems,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-DECLARE-08,GC-DECLARE,C,docs/LCA-GATE-C-SCENARIO.md,52,planned operator interventions and external inputs,planned operator interventions and external inputs,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-DECLARE-09,GC-DECLARE,C,docs/LCA-GATE-C-SCENARIO.md,53,restart / recovery checkpoint,restart / recovery checkpoint,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-DECLARE-10,GC-DECLARE,C,docs/LCA-GATE-C-SCENARIO.md,54,WATCH capture method,WATCH capture method,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-DECLARE-11,GC-DECLARE,C,docs/LCA-GATE-C-SCENARIO.md,55,known production-alpha deltas,known production-alpha deltas,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-PATH-01,GC-PATH,C,docs/LCA-GATE-C-SCENARIO.md,64,"- [ ] **Resource or transport pressure changes a decision.** Scarcity, route cost, storage, infrastructure condition, or distance causes a Player to change target, timing, exchange terms, route, or allocation. A scripted statement that scarcity mattered is insufficient.","**Resource or transport pressure changes a decision.** Scarcity, route cost, storage, infrastructure condition, or distance causes a Player to change target, timing, exchange terms, route, or allocation. A scripted statement that scarcity mattered is insufficient.",evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],"[""economy-test""]",[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,LAA-C-01
GC-PATH-02,GC-PATH,C,docs/LCA-GATE-C-SCENARIO.md,65,"- [ ] **Mastery or specialization creates a meaningful difference.** Ledger-derived practice, recognition, focus, parameter access, quality, eligibility, or maintained assets change a viable choice. No XP, class menu, global level, or research capability score is introduced.","**Mastery or specialization creates a meaningful difference.** Ledger-derived practice, recognition, focus, parameter access, quality, eligibility, or maintained assets change a viable choice. No XP, class menu, global level, or research capability score is introduced.",evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],"[""practice-test""]",[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,LAA-C-02
GC-PATH-03,GC-PATH,C,docs/LCA-GATE-C-SCENARIO.md,66,"- [ ] **Coordination beats isolation.** Trade, shared repair, service exchange, agreement, or construction produces a result that is materially cheaper, safer, faster, more durable, or otherwise preferable to each Player acting alone.","**Coordination beats isolation.** Trade, shared repair, service exchange, agreement, or construction produces a result that is materially cheaper, safer, faster, more durable, or otherwise preferable to each Player acting alone.",evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],"[""economy-test""]",[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,LAA-C-03
GC-PATH-04,GC-PATH,C,docs/LCA-GATE-C-SCENARIO.md,67,"- [ ] **Social memory affects a later decision.** Evidence-backed dyadic or institutional memory changes caution, counterpart choice, access, agreement, office, or information sharing. No universal score is used, and hidden facts do not leak.","**Social memory affects a later decision.** Evidence-backed dyadic or institutional memory changes caution, counterpart choice, access, agreement, office, or information sharing. No universal score is used, and hidden facts do not leak.",evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],"[""social-test""]",[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,LAA-C-04
GC-PATH-05,GC-PATH,C,docs/LCA-GATE-C-SCENARIO.md,68,"- [ ] **An organization uses bounded authority.** At least one office, agreement, grant, membership rule, or access policy is exercised within its declared scope. An organization label without an authority-bearing decision does not count.","**An organization uses bounded authority.** At least one office, agreement, grant, membership rule, or access policy is exercised within its declared scope. An organization label without an authority-bearing decision does not count.",evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],"[""office-test""]",[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,LAA-C-05
GC-PATH-06,GC-PATH,C,docs/LCA-GATE-C-SCENARIO.md,69,"- [ ] **Communication constraints affect coordination.** Relay condition, deterministic delay or failure, board/channel scope, notice persistence, expiry, or addressability changes who knows what and when. Private message text remains private.","**Communication constraints affect coordination.** Relay condition, deterministic delay or failure, board/channel scope, notice persistence, expiry, or addressability changes who knows what and when. Private message text remains private.",evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],"[""communication-test""]",[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,LAA-C-06
GC-PATH-07,GC-PATH,C,docs/LCA-GATE-C-SCENARIO.md,70,"- [ ] **Conflict or disruption has recovery.** A contest, breach, infrastructure failure, access dispute, pressure event, or comparable existing disruption creates loss or constraint, followed by a legal recovery, repair, restoration, renegotiation, or compensating strategy.","**Conflict or disruption has recovery.** A contest, breach, infrastructure failure, access dispute, pressure event, or comparable existing disruption creates loss or constraint, followed by a legal recovery, repair, restoration, renegotiation, or compensating strategy.",evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],"[""communication-test""]",[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,LAA-C-07
GC-PATH-08,GC-PATH,C,docs/LCA-GATE-C-SCENARIO.md,71,"- [ ] **State and consequences survive restart.** Identities, holdings, obligations, organizations, access state, settled balances, durable messages/notices, constructed or repaired assets, and relevant memory reconstruct consistently after the declared restart or recovery checkpoint.","**State and consequences survive restart.** Identities, holdings, obligations, organizations, access state, settled balances, durable messages/notices, constructed or repaired assets, and relevant memory reconstruct consistently after the declared restart or recovery checkpoint.",evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],"[""recovery-test""]",[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,LAA-C-08
GC-PATH-09,GC-PATH,C,docs/LCA-GATE-C-SCENARIO.md,73,The checklist is conjunctive. Isolated slice demonstrations do not satisfy Gate C.,The checklist is conjunctive. Isolated slice demonstrations do not satisfy Gate C.,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-STRATEGY-01,GC-STRATEGY,C,docs/LCA-GATE-C-SCENARIO.md,77,At least two materially different strategies must reach a viable continuation state under the same pinned candidate conditions.,At least two materially different strategies must reach a viable continuation state under the same pinned candidate conditions.,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-STRATEGY-02,GC-STRATEGY,C,docs/LCA-GATE-C-SCENARIO.md,79,A strategy is materially different when it makes different coupled choices about at least three of:,A strategy is materially different when it makes different coupled choices about at least three of:,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-STRATEGY-03,GC-STRATEGY,C,docs/LCA-GATE-C-SCENARIO.md,82,resource source or route,resource source or route,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-STRATEGY-04,GC-STRATEGY,C,docs/LCA-GATE-C-SCENARIO.md,83,specialization / maintained practice,specialization / maintained practice,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-STRATEGY-05,GC-STRATEGY,C,docs/LCA-GATE-C-SCENARIO.md,84,coordination partner or agreement,coordination partner or agreement,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-STRATEGY-06,GC-STRATEGY,C,docs/LCA-GATE-C-SCENARIO.md,85,construction / repair allocation,construction / repair allocation,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-STRATEGY-07,GC-STRATEGY,C,docs/LCA-GATE-C-SCENARIO.md,86,organization office or access policy,organization office or access policy,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-STRATEGY-08,GC-STRATEGY,C,docs/LCA-GATE-C-SCENARIO.md,87,communication surface or timing,communication surface or timing,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-STRATEGY-09,GC-STRATEGY,C,docs/LCA-GATE-C-SCENARIO.md,88,conflict response and recovery,conflict response and recovery,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-STRATEGY-10,GC-STRATEGY,C,docs/LCA-GATE-C-SCENARIO.md,93,1. a brief pre-run strategy declaration from each Controller that does not reveal private chain-of-thought;,a brief pre-run strategy declaration from each Controller that does not reveal private chain-of-thought;,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-STRATEGY-11,GC-STRATEGY,C,docs/LCA-GATE-C-SCENARIO.md,94,2. the realized action/consequence path;,the realized action/consequence path;,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-STRATEGY-12,GC-STRATEGY,C,docs/LCA-GATE-C-SCENARIO.md,95,3. where the strategies diverged;,where the strategies diverged;,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-STRATEGY-13,GC-STRATEGY,C,docs/LCA-GATE-C-SCENARIO.md,96,4. why each remained viable;,why each remained viable;,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-STRATEGY-14,GC-STRATEGY,C,docs/LCA-GATE-C-SCENARIO.md,97,"5. any dominant script, dead mechanic, operator dependency, or forced convergence observed.","any dominant script, dead mechanic, operator dependency, or forced convergence observed.",evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-STRATEGY-15,GC-STRATEGY,C,docs/LCA-GATE-C-SCENARIO.md,99,"If one script dominates because alternatives are not executable, cannot recover, or never affect state, record an integration defect. Do not repair it by adding breadth during the run.","If one script dominates because alternatives are not executable, cannot recover, or never affect state, record an integration defect. Do not repair it by adding breadth during the run.",evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-PACK-01,GC-PACK,C,docs/LCA-GATE-C-SCENARIO.md,105,- candidate declaration and immutable version pins;,candidate declaration and immutable version pins;,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-PACK-02,GC-PACK,C,docs/LCA-GATE-C-SCENARIO.md,106,- canonical start and end heads plus event/state commitment digests;,canonical start and end heads plus event/state commitment digests;,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-PACK-03,GC-PACK,C,docs/LCA-GATE-C-SCENARIO.md,107,- restart and recovery receipts tied to the candidate heads;,restart and recovery receipts tied to the candidate heads;,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-PACK-04,GC-PACK,C,docs/LCA-GATE-C-SCENARIO.md,108,- redacted Player transcripts or Agent Protocol action/receipt sequences;,redacted Player transcripts or Agent Protocol action/receipt sequences;,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-PACK-05,GC-PACK,C,docs/LCA-GATE-C-SCENARIO.md,109,"- Controller identities by package/version/configuration class, not private prompts or credentials;","Controller identities by package/version/configuration class, not private prompts or credentials;",evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-PACK-06,GC-PACK,C,docs/LCA-GATE-C-SCENARIO.md,110,- WATCH capture covering the important public changes and declared unknowns;,WATCH capture covering the important public changes and declared unknowns;,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-PACK-07,GC-PACK,C,docs/LCA-GATE-C-SCENARIO.md,111,"- a checklist trace mapping every coupled-path item to settled event, state, receipt, and later decision evidence;","a checklist trace mapping every coupled-path item to settled event, state, receipt, and later decision evidence;",evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-PACK-08,GC-PACK,C,docs/LCA-GATE-C-SCENARIO.md,112,- strategy-plurality comparison and defect log;,strategy-plurality comparison and defect log;,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-PACK-09,GC-PACK,C,docs/LCA-GATE-C-SCENARIO.md,113,"- operator actions, external inputs, incidents, exclusions, and redactions;","operator actions, external inputs, incidents, exclusions, and redactions;",evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-PACK-10,GC-PACK,C,docs/LCA-GATE-C-SCENARIO.md,114,"- a final `PASS`, `FAIL`, or `NOT_COMPUTABLE` verdict with reasons.","a final `PASS`, `FAIL`, or `NOT_COMPUTABLE` verdict with reasons.",evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-PACK-11,GC-PACK,C,docs/LCA-GATE-C-SCENARIO.md,116,"Missing evidence is not a pass. If a surface is not deployed, mark the item `NOT_COMPUTABLE` or fail the candidate rather than substituting a unit test.","Missing evidence is not a pass. If a surface is not deployed, mark the item `NOT_COMPUTABLE` or fail the candidate rather than substituting a unit test.",evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-VERDICT-01,GC-VERDICT,C,docs/LCA-GATE-C-SCENARIO.md,122,- all eight coupled paths are supported by the evidence pack;,all eight coupled paths are supported by the evidence pack;,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-VERDICT-02,GC-VERDICT,C,docs/LCA-GATE-C-SCENARIO.md,123,- at least two materially different viable strategies are observed;,at least two materially different viable strategies are observed;,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-VERDICT-03,GC-VERDICT,C,docs/LCA-GATE-C-SCENARIO.md,124,- at least one bounded institution participates in a consequential decision;,at least one bounded institution participates in a consequential decision;,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
